"","YEAR","METRO","HHINCOME","SFRELATE","SPLOC","SPRULE","NCHILD","NCHLT5","RELATE","RELATED","SEX","AGE","MARST","EDUC","EDUCD","EMPSTAT","EMPSTATD","WKSWORK2","UHRSWORK","INCTOT","INCWAGE","INCSS","INCWELFR","PRICEINDEX"
"8364",2006,1,68779.3881354753,0,1,11,1,0,2,201,2,36,1,6,62,3,30,59,44,26812.3038494226,26812.3038494226,0,0,1.0293781599299
"8365",2013,3,159441.750737785,0,1,11,0,0,2,201,2,39,1,8,81,1,10,72,50,109091.724189011,109091.724189011,0,0,1.19165776291851
"8366",2007,4,33918.4438684785,0,1,21,1,1,11,1114,2,31,6,5,50,1,10,72,12,11306.1479561595,11306.1479561595,0,0,1.06136944665247
"8367",2008,4,18840.4837607755,0,1,11,1,1,2,201,2,29,1,6,63,1,10,72,25,4572.93295164454,0,0,0,1.09339018368985
"8368",2017,3,21862.8133853014,0,0,0,0,0,1,101,2,25,6,7,71,1,10,72,40,21862.8133853014,21862.8133853014,0,0,1.30815734900926
"8369",2019,2,44913.9606406155,0,0,0,0,0,1,101,2,40,6,11,114,1,10,72,65,44913.9606406155,44913.9606406155,0,0,1.38041711565142
"8370",2010,2,41878.9038238044,0,2,11,0,0,1,101,2,50,1,8,81,1,12,72,40,22186.9086215474,22186.9086215474,0,0,1.12228343410662
"8371",2012,0,77095.9759835797,0,1,11,0,0,2,201,2,37,1,6,65,1,10,72,40,34264.8782149243,34264.8782149243,0,0,1.16737610299101
"8372",2013,1,142087.774920641,2,5,11,1,0,3,301,2,54,1,10,101,1,10,72,40,38610.0786918184,38601.687020727,0,0,1.19165776291851
"8373",2019,4,100694.20208138,0,2,11,2,0,1,101,2,44,1,10,101,1,10,72,40,28252.3300803872,28252.3300803872,0,0,1.38041711565142
"8374",2010,1,71550.5527032232,0,1,11,2,0,2,201,2,38,1,7,71,1,10,72,40,33859.5392617993,33859.5392617993,0,0,1.12228343410662
"8375",2008,4,82312.7931296016,0,1,11,0,0,2,201,2,39,1,6,65,1,10,72,40,45729.3295164454,27437.5977098672,0,0,1.09339018368985
"8376",2018,3,157587.930348602,0,2,11,1,0,1,101,2,52,1,8,81,1,10,72,40,89411.5916871499,89411.5916871499,0,0,1.34210786024119
"8377",2019,4,86930.2464011913,0,0,0,0,0,1,101,2,52,4,11,114,1,10,72,40,86930.2464011913,72441.8720009928,0,0,1.38041711565142
"8378",2018,2,242156.394152698,0,2,11,2,2,1,101,2,36,1,11,114,1,10,72,75,85686.1087001853,85686.1087001853,0,0,1.34210786024119
"8379",2009,0,42885.6525416771,0,1,11,0,0,2,201,2,55,1,6,65,1,10,72,45,5383.13630230257,5383.13630230257,0,0,1.11459187786748
"8380",2012,3,62447.7405466995,0,2,11,2,2,1,101,2,28,1,10,101,1,10,72,40,45400.9636347747,45400.9636347747,0,0,1.16737610299101
"8381",2007,1,21199.0274177991,0,2,21,0,0,1,101,2,45,4,6,62,2,20,33,39,9892.87946163956,9892.87946163956,0,0,1.06136944665247
"8382",2013,2,69650.8700591378,0,0,0,0,0,3,301,2,29,6,10,101,1,10,72,40,59580.864749383,59580.864749383,0,0,1.19165776291851
"8383",2006,3,132118.598678314,0,1,11,4,0,2,201,2,46,1,10,101,3,30,7,5,1942.92056879874,1942.92056879874,0,0,1.0293781599299
"8384",2017,0,76672.7336554452,0,1,11,0,0,2,201,2,52,1,11,114,1,10,72,42,39979.9000017925,37457.2676881038,0,0,1.30815734900926
"8385",2006,3,57607.5948648826,0,2,21,0,0,1,101,2,50,4,6,62,1,10,72,40,45950.0714520902,45950.0714520902,0,0,1.0293781599299
"8386",2019,0,52592.7990727208,0,1,11,0,0,2,201,2,50,1,8,81,1,10,72,40,23905.8177603276,23905.8177603276,0,0,1.38041711565142
"8387",2008,4,108835.80424914,0,1,11,2,0,2,201,2,36,1,11,114,1,10,72,40,59448.128371379,59448.128371379,0,0,1.09339018368985
"8388",2012,0,47114.2075455209,0,1,11,1,0,2,201,2,44,1,5,50,1,10,72,40,25698.6586611932,25698.6586611932,0,0,1.16737610299101
"8389",2018,4,33529.3468826812,0,1,11,1,1,2,201,2,42,1,10,101,1,10,46,40,29803.8638957166,29803.8638957166,0,0,1.34210786024119
"8390",2007,3,82770.424829051,0,2,11,2,0,1,101,2,45,1,7,71,1,10,59,20,11777.2374543328,11777.2374543328,0,0,1.06136944665247
"8391",2019,3,94174.4336012906,0,1,11,3,1,2,201,2,30,1,10,101,1,10,20,5,1448.83744001986,0,0,0,1.38041711565142
"8392",2018,2,745.096597392916,0,0,0,2,0,1,101,2,36,2,7,71,1,10,7,25,745.096597392916,745.096597392916,0,0,1.34210786024119
"8393",2008,2,103348.284707167,0,2,11,0,0,1,101,2,35,1,10,101,1,10,72,40,32010.5306615117,32010.5306615117,0,0,1.09339018368985
"8394",2009,3,148036.248313321,0,1,11,2,0,2,201,2,41,1,11,114,1,10,72,40,35887.5753486838,35887.5753486838,0,0,1.11459187786748
"8395",2008,3,141760.921500981,0,2,11,0,0,1,101,2,34,1,11,114,1,10,72,42,59448.128371379,59448.128371379,0,0,1.09339018368985
"8396",2014,4,159585.66317677,0,0,0,0,0,3,303,2,36,2,11,114,1,10,72,40,45150.2647876663,45150.2647876663,0,0,1.21815453926251
"8397",2011,1,22163.4933258489,0,0,0,0,0,1,101,2,44,4,10,101,1,14,72,40,22163.4933258489,21024.65770041,0,0,1.14151680098611
"8398",2015,1,15252.266199554,0,0,0,0,0,1,101,2,54,4,7,71,1,10,72,40,15252.266199554,0,0,0,1.24571652182123
"8399",2005,0,78000,0,1,11,2,0,2,201,2,38,1,6,62,1,10,72,40,29000,29000,0,0,1
"8400",2009,1,29248.3739091773,0,0,0,0,0,1,101,2,55,4,10,101,1,10,59,12,29248.3739091773,4127.07116509864,0,0,1.11459187786748
"8401",2010,4,86430.9291682771,0,1,11,1,1,2,201,2,38,1,8,81,1,10,72,40,50789.3088926989,50789.3088926989,0,0,1.12228343410662
"8402",2014,3,61568.5428922722,0,1,11,1,0,2,201,2,50,1,6,61,1,10,72,40,24627.4171569089,24627.4171569089,0,0,1.21815453926251
"8403",2006,3,76842.5084959901,0,2,11,2,0,1,101,2,50,1,10,101,1,10,72,40,10783.209156833,10783.209156833,0,0,1.0293781599299
"8404",2008,4,168375.391279552,0,1,11,4,0,2,201,2,55,1,7,71,1,10,72,40,47558.5026971032,44814.7429261164,2743.75977098672,0,1.09339018368985
"8405",2012,0,52253.9392777595,0,0,0,1,0,1,101,2,38,6,10,101,1,10,72,50,41974.4758132823,41974.4758132823,0,0,1.16737610299101
"8406",2011,4,115442.891323335,0,1,11,4,1,2,201,2,38,1,6,63,1,10,72,30,9811.50692685801,9811.50692685801,0,0,1.14151680098611
"8407",2010,2,24949.1341929047,0,2,11,1,1,1,101,2,25,1,8,81,1,10,72,40,24949.1341929047,24949.1341929047,0,0,1.12228343410662
"8408",2011,1,28208.0824147168,0,2,11,1,0,1,101,2,46,1,6,61,1,10,20,35,1314.04110627563,1314.04110627563,0,0,1.14151680098611
"8409",2007,4,89507.0046529294,0,1,11,1,0,2,201,2,44,1,8,81,1,10,72,40,47108.9498173313,47108.9498173313,0,0,1.06136944665247
"8410",2011,0,80419.3157040683,0,1,11,2,0,2,201,2,44,1,11,114,1,10,72,50,48181.5072301063,48181.5072301063,0,0,1.14151680098611
"8411",2016,3,164460.62512999,0,1,11,2,0,2,201,2,49,1,8,81,1,10,72,40,23494.3750185701,23494.3750185701,0,0,1.27690138496078
"8412",2006,4,501275.449670643,0,1,11,2,1,2,201,2,34,1,10,101,3,30,72,20,87432.3970562276,0,0,0,1.0293781599299
"8413",2016,1,25295.6104366604,0,0,0,0,0,3,301,2,49,6,6,63,1,10,72,40,7831.45833952336,7831.45833952336,0,0,1.27690138496078
"8414",2015,4,118807.126186,0,1,11,0,0,2,201,2,51,1,8,81,1,10,33,12,8027.50852608106,8027.50852608106,0,0,1.24571652182123
"8415",2014,3,160078.211519908,0,2,11,2,0,1,101,2,46,1,10,101,1,10,20,40,53359.4038399693,53359.4038399693,0,0,1.21815453926251
"8416",2006,1,97340.3204968168,0,1,11,2,0,2,201,2,45,1,11,114,1,10,33,40,52458.8553575659,52458.8553575659,0,0,1.0293781599299
"8417",2007,3,16959.2219342392,0,0,0,0,0,1,101,2,46,4,6,62,1,10,72,35,16959.2219342392,13567.3775473914,0,0,1.06136944665247
"8418",2016,4,298770.135652816,0,0,0,0,0,12,1241,2,51,4,6,63,1,10,72,25,33283.6979429743,14488.1979281182,0,0,1.27690138496078
"8419",2008,4,105726.209842022,0,2,11,1,1,1,101,2,47,1,10,101,3,30,7,30,23596.3340304858,0,9237.32456232196,0,1.09339018368985
"8420",2008,3,116335.414289837,0,2,11,1,0,1,101,2,47,1,10,101,1,10,72,60,47741.420015169,0,0,0,1.09339018368985
"8421",2006,2,41967.0842860527,0,0,0,2,0,1,101,2,49,4,8,81,1,10,72,55,38081.2431484553,24286.5071099842,0,0,1.0293781599299
"8422",2019,4,30867.481659623,0,1,11,2,2,2,201,2,33,1,10,101,3,30,7,32,441.895419206056,441.895419206056,0,0,1.38041711565142
"8423",2008,2,99689.9383458509,0,0,0,0,0,9,901,2,34,6,6,63,1,10,72,40,15182.1373994599,15182.1373994599,0,0,1.09339018368985
"8424",2016,1,15819.5458458372,0,0,0,1,0,1,101,2,42,4,11,114,1,10,72,40,15819.5458458372,15819.5458458372,0,0,1.27690138496078
"8425",2005,4,83600,0,1,11,0,0,2,201,2,40,1,8,81,1,10,72,45,43600,43600,0,0,1
"8426",2019,3,43465.1232005957,0,0,0,0,0,1,101,2,45,6,6,63,1,10,72,40,33323.2611204567,33323.2611204567,0,0,1.38041711565142
"8427",2019,4,50709.310400695,0,2,11,0,0,1,101,2,29,1,10,101,1,10,72,40,43465.1232005957,43465.1232005957,0,0,1.38041711565142
"8428",2014,4,42474.0854566155,0,0,0,1,0,3,301,2,51,4,6,65,1,10,72,40,17107.8457849994,16992.9178382671,0,0,1.21815453926251
"8429",2019,4,5215.81478407148,0,0,0,2,0,1,101,2,29,6,7,71,2,20,20,40,5215.81478407148,5070.93104006949,0,144.883744001986,1.38041711565142
"8430",2011,0,87506.3774039148,2,2,11,3,2,4,401,2,30,1,8,81,3,30,33,40,27332.055010533,27332.055010533,0,0,1.14151680098611
"8431",2006,4,81048.9315274394,0,0,0,0,0,7,701,2,46,6,6,62,1,10,72,6,7383.0981614352,971.460284399369,6411.63787703584,0,1.0293781599299
"8432",2010,1,23345.2612805037,0,0,0,0,0,1,101,2,53,4,6,63,1,10,46,35,23345.2612805037,21384.9721653469,0,0,1.12228343410662
"8433",2015,1,26330.2279655459,1,0,0,3,2,3,301,2,25,3,6,64,1,12,72,36,14128.4150059027,10435.7610839054,0,0,1.24571652182123
"8434",2007,3,83382.8411766763,0,2,11,1,1,1,101,2,38,1,11,115,1,10,72,40,65952.5297442638,65952.5297442638,0,0,1.06136944665247
"8435",2013,3,18293.842979388,0,0,0,0,0,12,1260,2,25,6,10,101,3,30,20,16,2349.66790560947,2349.66790560947,0,0,1.19165776291851
"8436",2010,1,32612.0825521541,0,0,0,3,0,1,101,2,45,5,7,71,3,30,7,8,15415.0007691876,891.040506889455,0,0,1.12228343410662
"8437",2019,3,228191.896803127,0,1,11,1,1,2,201,2,30,1,10,101,1,10,72,50,130395.369601787,130395.369601787,0,0,1.38041711565142
"8438",2019,3,58801.0675032058,0,1,21,0,0,11,1114,2,30,6,10,101,1,10,7,9,485.360542406652,0,0,0,1.38041711565142
"8439",2009,3,61906.0674764795,0,1,11,2,0,2,201,2,40,1,6,63,1,10,72,38,22429.7345929274,22429.7345929274,0,0,1.11459187786748
"8440",2016,4,57169.6458785205,0,1,11,1,1,2,201,2,28,1,7,71,1,10,72,44,27410.1041883317,27410.1041883317,0,0,1.27690138496078
"8441",2019,2,128584.322801762,0,0,0,0,0,7,701,2,31,6,8,81,1,10,72,40,13763.9556801886,13763.9556801886,0,0,1.38041711565142
"8442",2005,4,90200,0,1,11,0,0,2,201,2,53,1,11,116,1,10,72,30,30100,0,0,0,1
"8443",2015,4,64493.0034985353,0,2,11,2,2,1,101,2,32,1,10,101,1,10,72,36,40089.3775792488,40057.2675451445,0,0,1.24571652182123
"8444",2011,1,17870.9590453485,0,0,0,2,1,1,101,2,35,4,7,71,1,10,7,40,17870.9590453485,3504.109616735,0,1752.0548083675,1.14151680098611
"8445",2005,3,70000,0,0,0,0,0,1,101,2,33,4,7,71,1,10,72,55,47000,47000,0,0,1
"8446",2010,3,95697.7504399275,0,1,11,2,0,2,201,2,52,1,7,71,1,10,33,40,14256.6481102313,14256.6481102313,0,0,1.12228343410662
"8447",2008,3,81215.2892212069,0,1,11,2,0,2,201,2,46,1,8,81,1,10,72,50,41796.6071780311,41796.6071780311,0,0,1.09339018368985
"8448",2014,4,35053.0237533337,0,0,0,0,0,3,301,2,46,6,7,71,1,10,72,35,28731.9866830604,28731.9866830604,0,0,1.21815453926251
"8449",2014,0,34478.3840196725,0,1,11,0,0,2,201,2,55,1,6,63,1,10,72,40,11492.7946732242,11492.7946732242,0,0,1.21815453926251
"8450",2006,4,43560.2791524677,1,0,0,1,0,3,301,2,30,6,6,61,3,30,7,40,913.172667335407,913.172667335407,0,0,1.0293781599299
"8451",2011,3,24528.767317145,0,1,11,0,0,2,201,2,48,1,7,71,3,30,33,38,7008.21923347,7008.21923347,0,0,1.14151680098611
"8452",2014,0,32015.6423039816,0,1,11,0,0,2,201,2,54,1,6,63,1,10,72,40,9440.50991014841,0,0,0,1.21815453926251
"8453",2011,3,268064.385680228,0,1,11,2,0,2,201,2,45,1,11,114,1,10,72,35,92858.9048434776,92858.9048434776,0,0,1.14151680098611
"8454",2010,2,35641.6202755782,0,2,11,2,1,1,101,2,30,1,6,63,1,10,72,40,17820.8101377891,17820.8101377891,0,0,1.12228343410662
"8455",2005,1,53000,0,1,11,1,0,2,201,2,44,1,7,71,1,10,72,38,19000,19000,0,0,1
"8456",2013,0,36084.1856932883,0,1,11,3,1,2,201,2,34,1,7,71,1,10,20,32,5035.00265487743,5035.00265487743,0,0,1.19165776291851
"8457",2018,1,89411.5916871499,0,2,11,2,2,1,101,2,29,1,11,114,1,10,72,40,29803.8638957166,29803.8638957166,0,0,1.34210786024119
"8458",2008,3,56429.9926232936,0,0,0,2,0,1,101,2,48,4,10,101,1,10,72,30,56429.9926232936,0,0,0,1.09339018368985
"8459",2008,2,87160.1020583448,0,0,0,2,0,1,101,2,51,4,10,101,1,10,72,20,74904.6417479375,13627.3401959007,0,0,1.09339018368985
"8460",2013,0,18042.0928466441,0,1,11,0,0,2,201,2,54,1,10,101,2,20,7,40,8139.92095871852,2853.16817109721,0,0,1.19165776291851
"8461",2010,4,27622.2557135731,0,1,11,2,1,2,201,2,35,1,7,71,1,10,72,20,6237.28354822618,6237.28354822618,0,0,1.12228343410662
"8462",2009,4,49345.4161044402,0,0,0,0,0,1,101,2,42,6,10,101,1,10,72,60,49345.4161044402,49345.4161044402,0,0,1.11459187786748
"8463",2009,4,77337.7248764136,0,0,0,1,0,1,101,2,52,6,10,101,1,10,72,40,37681.954116118,37681.954116118,0,0,1.11459187786748
"8464",2016,0,27096.8458547508,0,2,11,1,0,1,101,2,49,1,8,81,1,10,72,40,19578.6458488084,19578.6458488084,0,0,1.27690138496078
"8465",2011,3,226891.097683591,0,2,21,0,0,1,101,2,45,4,11,114,1,10,72,60,95486.9870560288,95486.9870560288,0,0,1.14151680098611
"8466",2017,1,236210.11664539,0,2,11,3,0,1,101,2,41,1,11,114,1,10,72,40,45101.6080326148,45101.6080326148,0,0,1.30815734900926
"8467",2013,1,44475.8567847507,0,4,21,2,1,1,101,2,26,6,6,63,1,10,46,40,23496.6790560947,23496.6790560947,0,0,1.19165776291851
"8468",2007,1,107596.841382785,0,0,0,0,0,12,1260,2,54,4,10,101,1,10,72,15,6783.6887736957,6783.6887736957,0,0,1.06136944665247
"8469",2007,3,84796.1096711962,0,1,11,1,0,2,201,2,35,1,11,114,1,10,72,40,37687.159853865,37687.159853865,0,0,1.06136944665247
"8470",2018,4,172117.313997764,0,2,11,3,2,1,101,2,40,1,11,114,1,10,72,40,23097.9945191804,23097.9945191804,0,0,1.34210786024119
"8471",2011,2,83222.6033974563,0,0,0,0,0,1,101,2,29,6,11,116,1,10,72,95,83222.6033974563,83222.6033974563,0,0,1.14151680098611
"8472",2007,3,47014.7319176966,0,1,11,2,0,2,201,2,50,1,6,62,1,10,72,50,14132.6849451994,0,0,0,1.06136944665247
"8473",2006,1,16514.8248347893,0,2,11,3,1,1,101,2,33,1,6,62,1,10,72,25,4857.30142199685,4857.30142199685,0,0,1.0293781599299
"8474",2012,4,37691.3660364167,0,2,11,3,2,1,101,2,29,1,6,65,1,10,59,38,11992.7073752235,11992.7073752235,0,0,1.16737610299101
"8475",2018,3,29431.3155970202,0,0,0,0,0,1,101,2,38,4,10,101,1,10,72,35,29431.3155970202,29431.3155970202,0,0,1.34210786024119
"8476",2012,4,55037.9606327221,0,1,11,3,0,2,201,2,47,1,6,65,1,10,72,40,20558.9269289546,0,0,0,1.16737610299101
"8477",2014,4,115748.860637472,0,1,11,0,0,2,201,2,38,1,11,114,1,10,46,40,54180.3177451996,40224.7813562845,0,0,1.21815453926251
"8478",2009,1,37681.954116118,0,0,0,2,0,1,101,2,40,4,6,64,1,10,72,41,29607.2496626641,29607.2496626641,0,0,1.11459187786748
"8479",2017,1,198752.848957286,0,2,11,2,0,1,101,2,53,1,10,101,1,10,72,40,30577.361378044,30577.361378044,0,0,1.30815734900926
"8480",2013,0,260980.97094448,0,1,11,3,0,2,201,2,43,1,7,71,1,10,59,10,8391.67109146239,8391.67109146239,0,0,1.19165776291851
"8481",2017,4,68034.6290661478,2,2,11,1,0,5,501,2,51,1,10,101,1,10,59,40,18346.4168268264,18346.4168268264,0,0,1.30815734900926
"8482",2019,0,44913.9606406155,0,2,11,2,1,1,101,2,29,1,8,81,1,10,72,40,28976.7488003971,28976.7488003971,0,0,1.38041711565142
"8483",2016,2,17934.0395975085,1,0,0,2,1,4,401,2,36,4,10,101,1,10,72,6,6656.73958859485,0,0,0,1.27690138496078
"8484",2017,3,30577.361378044,0,0,0,3,0,1,101,2,37,6,6,63,1,10,72,40,25226.3231368863,25226.3231368863,0,0,1.30815734900926
"8485",2007,1,-3767.77380639015,0,2,11,2,0,1,101,2,44,1,8,81,1,10,20,36,5653.07397807975,5653.07397807975,0,0,1.06136944665247
"8486",2011,4,30923.7673676864,0,0,0,0,0,1,101,2,46,4,7,71,1,10,72,40,30923.7673676864,30923.7673676864,0,0,1.14151680098611
"8487",2016,3,80335.0996468306,0,1,11,0,0,2,201,2,55,1,10,101,1,10,46,45,21144.9375167131,21144.9375167131,0,0,1.27690138496078
"8488",2005,3,43000,0,0,0,0,0,1,101,2,38,6,11,114,1,10,46,40,43000,31000,0,0,1
"8489",2008,1,38778.4714299457,0,2,11,0,0,1,101,2,52,1,6,63,1,10,72,40,18657.5664427097,16462.5586259203,0,0,1.09339018368985
"8490",2005,1,56000,0,1,11,2,0,2,201,2,37,1,7,71,1,10,72,50,27000,27000,0,0,1
"8491",2007,3,87622.6466602361,0,1,11,3,1,2,201,2,38,1,10,101,1,10,72,35,31091.9068794386,31091.9068794386,0,0,1.06136944665247
"8492",2010,2,40185.9268607144,0,2,11,0,0,1,101,2,46,1,6,63,1,10,72,40,34394.163565933,34394.163565933,0,0,1.12228343410662
"8493",2010,1,13187.3995019639,0,2,11,0,0,1,101,2,50,1,5,50,3,30,7,32,712.832405511564,712.832405511564,0,0,1.12228343410662
"8494",2012,2,106221.122466265,0,0,0,0,0,1,101,2,29,6,10,101,1,10,72,40,75382.7320728334,75382.7320728334,0,0,1.16737610299101
"8495",2006,4,27686.618105382,0,0,0,0,0,1,101,2,55,5,6,62,1,10,72,40,27686.618105382,20012.081858627,0,0,1.0293781599299
"8496",2018,4,2980.38638957166,0,0,0,0,0,1,101,2,47,4,6,63,1,10,20,28,2980.38638957166,2980.38638957166,0,0,1.34210786024119
"8497",2011,1,71834.2471430676,0,1,11,1,1,2,201,2,31,1,7,71,1,10,72,36,19272.6028920425,19272.6028920425,0,0,1.14151680098611
"8498",2006,3,53430.3156419653,0,2,11,1,0,1,101,2,48,1,6,62,1,10,72,25,9714.60284399369,9714.60284399369,0,0,1.0293781599299
"8499",2009,3,76279.0414036274,0,2,11,2,0,1,101,2,35,1,7,71,1,10,72,60,60129.6324967197,60111.6887090453,0,0,1.11459187786748
"8500",2012,4,83948.9516265645,0,2,11,2,1,1,101,2,36,1,10,101,1,10,72,50,57393.6710099982,57393.6710099982,0,0,1.16737610299101
"8501",2006,1,29532.3926457408,0,2,11,0,0,1,101,2,52,1,6,62,1,10,72,48,19817.7898017471,19817.7898017471,0,0,1.0293781599299
"8502",2013,1,33566.6843658496,1,0,0,3,0,3,301,2,33,6,6,64,1,10,72,12,20140.0106195097,15105.0079646323,0,0,1.19165776291851
"8503",2009,2,31850.2231219569,0,1,11,3,1,2,201,2,43,1,2,23,1,10,72,30,9420.48852902949,0,0,0,1.11459187786748
"8504",2011,4,180023.631559761,0,1,11,1,0,2,201,2,41,1,6,63,1,10,72,32,35041.09616735,35041.09616735,0,0,1.14151680098611
"8505",2013,4,16783.3421829248,0,0,0,0,0,1,101,2,26,6,10,101,1,10,59,40,16783.3421829248,16783.3421829248,0,0,1.19165776291851
"8506",2019,2,36945.3547205063,0,0,0,0,0,1,101,2,35,6,10,101,1,10,72,40,36945.3547205063,36220.9360004964,0,0,1.38041711565142
"8507",2016,2,182003.091810523,0,1,21,0,0,11,1114,2,27,6,11,115,1,10,33,50,25060.6666864747,25060.6666864747,0,0,1.27690138496078
"8508",2005,4,3110,0,0,0,3,2,1,101,2,25,6,4,40,2,20,7,32,3110,610,0,0,1
"8509",2006,2,126386.983000358,0,0,0,0,0,7,701,2,30,4,6,62,1,10,72,40,34001.1099539779,34001.1099539779,0,0,1.0293781599299
"8510",2012,4,21586.8732754023,0,2,11,5,1,1,101,2,36,1,1,17,1,10,33,48,6167.67807868637,0,0,0,1.16737610299101
"8511",2017,3,259907.571713374,0,1,11,2,0,2,201,2,49,1,10,101,1,10,72,40,122309.445512176,122309.445512176,0,0,1.30815734900926
"8512",2016,4,100555.92507948,0,1,11,2,1,2,201,2,42,1,6,63,1,10,33,6,2349.43750185701,2349.43750185701,0,0,1.27690138496078
"8513",2008,3,51216.8490584188,0,2,11,4,1,1,101,2,36,1,8,81,1,10,72,40,14633.3854452625,14633.3854452625,0,0,1.09339018368985
"8514",2014,0,41866.6091667451,0,2,11,1,0,1,101,2,45,1,6,63,1,10,72,40,23806.5032516786,18060.1059150665,0,0,1.21815453926251
"8515",2018,4,91348.8428403714,0,0,0,0,0,10,1001,2,44,6,6,63,1,10,72,20,9686.2557661079,5215.67618175041,0,0,1.34210786024119
"8516",2007,3,53798.4206913923,0,0,0,0,0,1,101,2,40,3,11,114,1,10,72,50,53798.4206913923,53704.2027917576,0,0,1.06136944665247
"8517",2012,3,67159.1613012516,0,0,0,3,0,1,101,2,47,3,8,81,1,12,72,45,39747.2587293122,37691.3660364167,0,0,1.16737610299101
"8518",2017,2,222549.680449748,0,2,11,0,0,1,101,2,43,1,11,114,1,10,72,40,117034.850674463,116958.407271018,0,0,1.30815734900926
"8519",2008,1,4938.7675877761,0,0,0,0,0,1,101,2,51,4,4,40,2,20,33,30,4938.7675877761,4938.7675877761,0,0,1.09339018368985
"8520",2019,3,37669.7734405162,1,0,0,3,0,11,1115,2,50,3,2,26,1,10,72,40,12315.1182401688,12315.1182401688,0,0,1.38041711565142
"8521",2017,4,13759.8126201198,0,0,0,2,0,1,101,2,51,4,10,101,1,10,72,36,8408.77437896209,8408.77437896209,0,0,1.30815734900926
"8522",2016,4,137833.666775611,0,1,11,0,0,2,201,2,50,1,11,114,1,10,72,38,73615.7083915196,61868.5208822345,0,0,1.27690138496078
"8523",2017,2,91732.0841341319,0,2,11,2,1,1,101,2,45,1,10,101,1,10,72,40,68799.0631005989,68799.0631005989,0,0,1.30815734900926
"8524",2017,3,38221.7017225549,0,2,11,2,2,1,101,2,30,1,10,101,1,10,72,40,7644.34034451099,7644.34034451099,0,0,1.30815734900926
"8525",2013,4,48923.4424632257,0,2,11,3,0,1,101,2,49,1,11,114,1,10,20,32,1846.16764012173,0,0,0,1.19165776291851
"8526",2014,4,82091.3905230297,0,1,11,0,0,2,201,2,46,1,6,63,1,10,72,35,20522.8476307574,20522.8476307574,0,0,1.21815453926251
"8527",2019,3,141406.534145938,0,2,11,0,0,1,101,2,43,1,8,81,1,10,72,40,32743.7261444487,31150.0049604269,0,0,1.38041711565142
"8528",2008,3,59356.6697123461,0,1,11,3,0,2,201,2,48,1,6,63,1,10,72,40,39235.7647251101,39235.7647251101,0,0,1.09339018368985
"8529",2013,2,77203.374041454,0,2,11,2,0,1,101,2,46,1,10,101,1,10,72,40,35245.018584142,35245.018584142,0,0,1.19165776291851
"8530",2011,4,113883.562543888,0,0,0,0,0,10,1001,2,32,6,6,63,1,10,72,56,61321.9182928625,61321.9182928625,0,0,1.14151680098611
"8531",2006,3,118518.154696723,0,2,21,2,1,1,101,2,46,4,8,81,1,10,72,40,68002.2199079558,68002.2199079558,0,0,1.0293781599299
"8532",2012,0,51482.9795179237,0,1,11,2,1,2,201,2,37,1,11,114,3,30,7,6,85.6621955373107,85.6621955373107,0,0,1.16737610299101
"8533",2008,0,26523.0111195383,0,0,0,0,0,1,101,2,54,6,6,63,1,10,72,40,26523.0111195383,26523.0111195383,0,0,1.09339018368985
"8534",2010,2,11583.5265895629,0,0,0,2,0,1,101,2,35,6,6,63,1,10,72,25,11583.5265895629,11583.5265895629,0,0,1.12228343410662
"8535",2008,1,86885.7260812462,0,2,11,2,0,1,101,2,41,1,10,101,1,10,72,40,32925.1172518407,32925.1172518407,0,0,1.09339018368985
"8536",2017,0,64976.8929283434,0,1,11,0,0,2,201,2,55,1,6,63,1,10,72,40,29048.4933091418,29048.4933091418,0,0,1.30815734900926
"8537",2006,3,102391.913975694,0,1,11,0,0,2,201,2,39,1,6,62,1,10,72,40,41772.7922291729,41772.7922291729,0,0,1.0293781599299
"8538",2017,4,92496.518168583,0,1,21,0,0,11,1114,2,38,6,10,101,1,10,72,40,47394.9101359681,47394.9101359681,0,0,1.30815734900926
"8539",2005,2,27600,0,0,0,0,0,1,101,2,26,6,8,81,1,12,33,10,1500,1500,0,0,1
"8540",2014,4,406434.47447952,0,2,11,0,0,1,101,2,32,1,11,114,3,30,20,40,32836.5562092119,32836.5562092119,0,0,1.21815453926251
"8541",2015,1,31708.6586780202,0,2,11,3,0,1,101,2,33,1,7,71,1,10,46,20,7064.20750295134,7064.20750295134,0,0,1.24571652182123
"8542",2009,3,82702.9173910418,0,0,0,0,0,1,101,2,30,6,11,114,1,10,72,45,53858.2787045372,53831.3630230257,0,0,1.11459187786748
"8543",2007,4,29678.6383849187,0,0,0,3,2,1,101,2,40,6,6,62,1,10,72,40,28265.3698903987,28265.3698903987,0,0,1.06136944665247
"8544",2005,4,85600,0,1,11,2,0,2,201,2,52,1,8,81,1,10,72,40,24000,24000,0,0,1
"8545",2019,3,105040.71440144,0,2,11,0,0,1,101,2,54,1,10,101,1,10,72,50,45638.3793606255,45638.3793606255,0,0,1.38041711565142
"8546",2016,0,76748.2917273289,0,2,11,2,0,1,101,2,32,1,6,65,1,10,72,50,29759.5416901888,29759.5416901888,0,0,1.27690138496078
"8547",2015,2,65103.0941465174,0,1,11,6,0,2,201,2,40,1,2,23,1,10,72,55,36685.7139641905,36685.7139641905,0,0,1.24571652182123
