"","YEAR","METRO","HHINCOME","SFRELATE","SPLOC","SPRULE","NCHILD","NCHLT5","RELATE","RELATED","SEX","AGE","MARST","EDUC","EDUCD","EMPSTAT","EMPSTATD","WKSWORK2","UHRSWORK","INCTOT","INCWAGE","INCSS","INCWELFR","PRICEINDEX"
"189",2018,2,63556.7397576157,0,0,0,1,0,1,101,2,53,4,11,114,1,10,72,30,63333.2107783978,63333.2107783978,0,0,1.34210786024119
"190",2017,0,55803.6845149302,0,1,11,3,0,2,201,2,49,1,11,114,1,10,46,50,42043.8718948104,42043.8718948104,0,0,1.30815734900926
"191",2009,4,21801.7020243254,0,0,0,2,0,1,101,2,39,6,7,71,1,10,72,20,15521.3763383057,7446.67188485189,8074.70445345385,0,1.11459187786748
"192",2009,3,46474.4100765455,2,4,41,0,0,9,901,2,29,1,6,63,3,30,7,36,9869.08322088804,9869.08322088804,0,0,1.11459187786748
"193",2018,4,57968.5152771688,0,0,0,0,0,11,1115,2,51,4,8,81,1,10,72,24,6556.85005705766,6556.85005705766,0,0,1.34210786024119
"194",2009,3,89862.4886731042,0,0,0,0,0,11,1115,2,25,6,10,101,1,10,72,40,19738.1664417761,19738.1664417761,0,0,1.11459187786748
"195",2008,3,71886.5059998521,0,2,11,0,0,1,101,2,54,1,6,63,1,10,72,40,30821.5680940842,30821.5680940842,0,0,1.09339018368985
"196",2011,3,98115.0692685801,0,0,0,0,0,1,101,2,34,2,10,101,1,10,72,45,98115.0692685801,98115.0692685801,0,0,1.14151680098611
"197",2009,2,87565.6838507884,0,0,0,0,0,7,701,2,49,6,7,71,1,10,72,40,23326.9239766445,23326.9239766445,0,0,1.11459187786748
"198",2014,2,4925.48343138178,0,0,0,1,0,1,101,2,42,6,6,65,1,12,72,20,4925.48343138178,4925.48343138178,0,0,1.21815453926251
"199",2006,1,76745.3624675502,0,1,11,1,0,2,201,2,52,1,10,101,1,10,72,40,43715.7127979716,43715.7127979716,0,0,1.0293781599299
"200",2015,4,85974.6163143282,0,2,11,1,0,1,101,2,53,1,6,63,1,10,72,29,9633.01023129728,9633.01023129728,0,0,1.24571652182123
"201",2009,3,17226.0361673682,0,0,0,1,0,1,101,2,29,6,6,63,1,10,72,42,17226.0361673682,17226.0361673682,0,0,1.11459187786748
"202",2008,4,60179.7976436421,0,0,0,2,1,1,101,2,38,4,11,114,1,10,46,35,60179.7976436421,57618.9551907211,0,0,1.09339018368985
"203",2010,4,53997.054717501,0,1,11,0,0,2,201,2,28,1,7,71,1,10,7,20,6326.38759891513,6326.38759891513,0,0,1.12228343410662
"204",2018,3,109529.199816759,0,2,11,0,0,1,101,2,31,1,10,101,1,10,72,40,77490.0461288632,77490.0461288632,0,0,1.34210786024119
"205",2011,3,88478.7678225588,0,1,11,0,0,2,201,2,49,1,6,63,1,10,59,40,18396.5754878588,0,0,0,1.14151680098611
"206",2017,4,76443.4034451099,0,2,11,2,2,1,101,2,33,1,10,101,1,10,72,36,45866.0420670659,45866.0420670659,0,0,1.30815734900926
"207",2019,0,60851.1724808339,0,0,0,0,0,1,101,2,52,4,10,101,1,10,72,40,42016.2857605758,42016.2857605758,0,0,1.38041711565142
"208",2017,3,106134.021343191,0,1,21,0,0,11,1114,2,30,6,10,101,1,10,72,35,41310.0152217374,41279.4378603593,0,0,1.30815734900926
"209",2016,1,62651.6667161869,0,2,11,0,0,1,101,2,53,1,6,63,1,10,72,40,31325.8333580934,31325.8333580934,0,0,1.27690138496078
"210",2013,4,28699.5151328014,0,0,0,2,0,1,101,2,42,6,6,65,1,10,72,40,26182.0138053627,26182.0138053627,0,0,1.19165776291851
"211",2008,4,45729.3295164454,0,1,11,2,0,2,201,2,33,1,10,101,1,10,72,40,9145.86590328907,9145.86590328907,0,0,1.09339018368985
"212",2019,3,9417.44336012906,0,0,0,1,0,1,101,2,39,4,8,81,1,10,72,35,9417.44336012906,6519.76848008935,0,2897.67488003971,1.38041711565142
"213",2008,2,59448.128371379,0,0,0,0,0,1,101,2,50,4,11,114,1,10,72,50,59448.128371379,59448.128371379,0,0,1.09339018368985
"214",2015,3,85091.5903764593,0,0,0,2,0,1,101,2,50,6,7,71,1,10,72,43,77064.0818503782,77064.0818503782,0,0,1.24571652182123
"215",2013,4,147693.411209738,0,2,11,2,0,1,101,2,33,1,10,101,1,10,72,40,58741.6976402367,58741.6976402367,0,0,1.19165776291851
"216",2017,3,13759.8126201198,0,0,0,0,0,1,101,2,46,4,8,81,1,10,72,40,13759.8126201198,0,0,0,1.30815734900926
"217",2007,2,73489.9617150368,0,0,0,0,0,1,101,2,33,6,10,101,1,10,72,40,73489.9617150368,73489.9617150368,0,0,1.06136944665247
"218",2007,2,48993.3078100245,0,0,0,4,1,1,101,2,31,4,7,71,1,10,46,46,48993.3078100245,48993.3078100245,0,0,1.06136944665247
"219",2008,4,30684.3801055348,0,2,11,3,0,1,101,2,43,1,5,50,1,10,72,33,11889.6256742758,11889.6256742758,0,0,1.09339018368985
"220",2015,3,38210.9405841459,0,0,0,5,0,1,101,2,49,4,7,71,3,30,20,40,3211.00341043243,3211.00341043243,0,0,1.24571652182123
"221",2019,0,31512.2143204319,0,0,0,0,0,1,101,2,27,6,10,101,1,10,59,45,31512.2143204319,31512.2143204319,0,0,1.38041711565142
"222",2012,3,107591.717594862,0,0,0,0,0,3,301,2,30,6,8,81,1,10,72,38,16275.817152089,16275.817152089,0,0,1.16737610299101
"223",2007,1,94217.8996346625,0,2,11,0,0,1,101,2,31,1,11,114,1,10,72,40,48051.1288136779,48051.1288136779,0,0,1.06136944665247
"224",2016,4,44639.3125352831,0,0,0,1,0,1,101,2,44,3,6,63,1,10,72,40,16915.9500133704,16915.9500133704,0,0,1.27690138496078
"225",2016,3,59080.5217133642,0,0,0,1,0,1,101,2,44,4,8,81,1,10,72,40,25217.2958532652,20361.7916827607,0,0,1.27690138496078
"226",2016,3,59440.7687969823,0,1,21,4,1,11,1114,2,33,3,6,64,1,12,33,24,14801.4562616991,11668.8729258898,0,1253.03333432374,1.27690138496078
"227",2007,3,126553.482789279,0,1,11,0,0,2,201,2,47,1,6,62,1,10,33,16,2751.16266933215,2732.31908940521,0,0,1.06136944665247
"228",2008,4,24145.0859846831,0,1,11,2,0,2,201,2,52,1,2,23,1,10,72,48,13170.0469007363,13170.0469007363,0,0,1.09339018368985
"229",2010,4,180970.326949248,0,1,11,2,0,2,201,2,43,1,10,101,1,10,72,40,90485.1634746241,89995.0911958349,0,0,1.12228343410662
"230",2009,4,110354.294197203,2,3,11,1,0,4,401,2,47,1,6,63,1,10,72,50,30325.0011696378,30325.0011696378,0,0,1.11459187786748
"231",2011,1,223386.988066856,0,1,11,2,0,2,201,2,48,1,10,101,1,10,72,30,155056.850540524,155056.850540524,0,0,1.14151680098611
"232",2006,4,34972.5702383773,0,0,0,0,0,1,101,2,28,6,10,101,1,10,72,40,34972.5702383773,34972.5702383773,0,0,1.0293781599299
"233",2009,0,85053.5535763806,2,3,11,2,1,4,401,2,34,1,6,63,1,10,33,35,8971.89383717095,8971.89383717095,0,0,1.11459187786748
"234",2014,4,105897.893774708,0,1,11,2,0,2,201,2,38,1,8,81,1,10,72,40,36941.1257353633,36941.1257353633,0,0,1.21815453926251
"235",2007,3,223767.511632323,0,1,11,0,0,2,201,2,50,1,10,101,1,10,72,45,65952.5297442638,65952.5297442638,0,0,1.06136944665247
"236",2013,4,89958.7141004768,0,2,11,0,0,1,101,2,32,1,11,115,1,10,72,30,17790.3427139003,17202.9257374979,0,0,1.19165776291851
"237",2018,3,79725.335921042,0,0,0,0,0,11,1115,2,50,3,6,61,1,10,72,40,14901.9319478583,14901.9319478583,0,0,1.34210786024119
"238",2009,3,151625.005848189,0,1,11,1,1,2,201,2,31,1,10,101,1,10,72,35,42167.9010347034,42167.9010347034,0,0,1.11459187786748
"239",2009,3,138436.321907548,0,0,0,0,0,3,301,2,33,6,11,114,1,10,46,30,29607.2496626641,29607.2496626641,0,0,1.11459187786748
"240",2009,2,123453.259199472,0,2,11,2,0,1,101,2,43,1,10,101,1,10,72,30,34452.0723347364,34452.0723347364,0,0,1.11459187786748
"241",2012,2,28140.0312340066,0,2,21,0,0,1,101,2,30,6,11,114,1,10,46,35,18888.514115977,18845.6830182084,0,0,1.16737610299101
"242",2015,4,30504.532399108,0,0,0,0,0,1,101,2,29,6,7,71,1,10,72,40,30504.532399108,30504.532399108,0,0,1.24571652182123
"243",2015,3,192820.754796467,0,2,11,1,0,1,101,2,47,1,11,114,1,10,72,40,112545.669535657,112385.119365135,0,0,1.24571652182123
"244",2018,2,82720.6242425615,0,0,0,0,0,7,701,2,33,2,6,63,1,10,72,40,16392.1251426441,16392.1251426441,0,0,1.34210786024119
"245",2010,0,35196.1000221335,0,2,21,0,0,1,101,2,27,6,6,63,1,10,72,32,19424.6830501901,19424.6830501901,0,0,1.12228343410662
"246",2016,3,381392.021134787,0,2,21,0,0,1,101,2,47,6,10,101,1,10,72,60,335969.562765552,335969.562765552,0,0,1.27690138496078
"247",2009,0,70877.9613136505,0,1,21,3,0,11,1114,2,43,4,10,101,1,10,72,40,37681.954116118,31401.6284300983,0,0,1.11459187786748
"248",2009,2,21532.5452092103,0,0,0,2,0,1,101,2,52,3,7,71,1,10,72,35,17943.7876743419,0,0,0,1.11459187786748
"249",2006,4,94231.6475867388,0,1,21,0,0,11,1114,2,30,6,11,114,1,10,72,80,53430.3156419653,53430.3156419653,0,0,1.0293781599299
"250",2013,3,48671.6923304819,0,1,11,1,0,2,201,2,30,1,6,63,1,10,72,58,16783.3421829248,16783.3421829248,0,0,1.19165776291851
"251",2019,0,93450.0148812807,0,2,11,0,0,1,101,2,55,1,6,63,1,10,72,40,50709.310400695,50709.310400695,0,0,1.38041711565142
"252",2011,3,73586.301951435,0,2,11,2,0,1,101,2,54,1,6,63,1,10,72,40,26280.8221255125,26280.8221255125,0,0,1.14151680098611
"253",2014,4,208512.131928495,0,1,11,0,0,2,201,2,51,1,7,71,1,10,33,40,22985.5893464483,20522.8476307574,0,0,1.21815453926251
"254",2019,1,56504.6601607744,0,2,11,2,0,1,101,2,47,1,10,101,1,10,72,40,23905.8177603276,23905.8177603276,0,0,1.38041711565142
"255",2005,3,20300,0,1,11,0,0,2,201,2,26,1,8,81,1,10,72,30,17500,17500,0,0,1
"256",2008,1,146169.228866366,0,1,11,3,1,2,201,2,34,1,10,101,1,10,72,40,41156.3965648008,41156.3965648008,0,0,1.09339018368985
"257",2014,0,53031.0382778772,0,1,11,0,0,2,201,2,47,1,7,71,1,10,72,35,21343.7615359877,21343.7615359877,0,0,1.21815453926251
"258",2007,4,57472.9187771441,0,2,11,1,0,1,101,2,47,1,6,62,1,10,72,40,13190.5059488527,13190.5059488527,0,0,1.06136944665247
"259",2005,2,27600,0,0,0,1,0,1,101,2,26,6,6,65,1,10,72,36,27600,24000,0,0,1
"260",2007,3,78200.8566967699,0,2,21,0,0,1,101,2,31,6,11,114,2,20,33,50,58415.0977734908,56530.7397807975,0,0,1.06136944665247
"261",2013,4,211050.527950279,0,3,21,5,0,1,101,2,39,3,7,71,1,10,72,50,86434.2122420626,86434.2122420626,0,0,1.19165776291851
"262",2017,4,63448.0248594412,1,0,0,2,0,3,301,2,36,6,8,81,1,10,72,40,22933.021033533,22933.021033533,0,0,1.30815734900926
"263",2017,4,41279.4378603593,0,2,11,3,0,1,101,2,35,1,7,71,1,10,72,30,18346.4168268264,0,0,0,1.30815734900926
"264",2018,4,11996.0552180259,1,0,0,2,0,12,1260,2,43,6,2,23,2,20,20,15,1192.15455582867,0,0,0,1.34210786024119
"265",2010,1,62390.6562923996,0,1,11,2,0,2,201,2,36,1,7,71,1,10,72,40,17820.8101377891,17820.8101377891,0,0,1.12228343410662
"266",2013,4,33835.2178407763,0,0,0,2,0,1,101,2,54,4,7,71,1,10,72,50,31905.13348974,31888.3501475571,0,0,1.19165776291851
"267",2014,2,16418.2781046059,0,0,0,3,0,1,101,2,37,3,5,50,1,10,72,40,16418.2781046059,16418.2781046059,0,0,1.21815453926251
"268",2013,0,84755.8780237701,0,2,11,2,0,1,101,2,50,1,10,101,1,10,72,60,43636.6896756044,43636.6896756044,0,0,1.19165776291851
"269",2019,2,21587.6778562958,0,0,0,0,0,3,301,2,27,6,6,65,1,12,46,30,9417.44336012906,9417.44336012906,0,0,1.38041711565142
"270",2005,4,5720,0,0,0,2,0,1,101,2,39,6,6,65,1,10,7,40,5720,4700,0,1000,1
"271",2013,4,103217.554424987,0,1,11,0,0,2,201,2,49,1,10,101,1,10,72,48,54545.8620945055,54545.8620945055,0,0,1.19165776291851
"272",2010,3,124781.312584799,0,1,11,0,0,2,201,2,43,1,10,101,1,10,72,40,70410.0208544047,70392.2000442669,0,0,1.12228343410662
"273",2012,1,67673.1344744755,0,1,11,0,0,2,201,2,40,1,8,81,1,10,72,36,60820.1588314906,59963.5368761175,0,0,1.16737610299101
"274",2015,3,118807.126186,0,2,11,2,0,1,101,2,45,1,11,114,1,10,46,25,30504.532399108,30504.532399108,0,0,1.24571652182123
"275",2019,1,43465.1232005957,0,2,11,3,2,1,101,2,36,1,10,101,1,12,72,40,15937.2118402184,15937.2118402184,0,0,1.38041711565142
"276",2015,3,148348.357561978,0,1,11,3,0,2,201,2,48,1,6,63,1,10,72,38,22477.023873027,22477.023873027,0,0,1.24571652182123
"277",2012,0,45400.9636347747,0,1,11,3,0,2,201,2,40,1,6,63,1,10,72,40,17132.4391074621,17132.4391074621,0,0,1.16737610299101
"278",2010,4,133656.076033418,0,1,11,1,1,2,201,2,33,1,10,101,1,10,72,25,44552.0253444727,44552.0253444727,0,0,1.12228343410662
"279",2005,1,88000,0,1,11,1,0,2,201,2,49,1,6,62,1,10,72,40,17000,17000,0,0,1
"280",2008,4,41156.3965648008,0,1,11,0,0,2,201,2,46,1,6,63,1,10,72,40,27437.5977098672,27437.5977098672,0,0,1.09339018368985
"281",2016,3,117471.87509285,0,1,11,2,1,2,201,2,35,1,10,101,3,30,7,6,3132.58333580934,0,0,0,1.27690138496078
"282",2014,4,68464.2196962067,1,0,0,1,1,3,301,2,28,6,10,101,1,10,72,35,16418.2781046059,16418.2781046059,0,0,1.21815453926251
"283",2011,2,28908.9043380638,0,0,0,2,0,1,101,2,41,6,7,71,2,20,33,40,28032.87693388,14892.4658711238,0,0,1.14151680098611
"284",2008,4,101610.570185542,0,1,11,2,0,2,201,2,45,1,5,50,1,10,72,48,2743.75977098672,0,0,0,1.09339018368985
"285",2012,4,17132.4391074621,0,0,0,0,0,1,101,2,36,4,10,101,1,10,72,40,17132.4391074621,0,0,0,1.16737610299101
"286",2012,4,108448.339550235,0,1,11,5,0,2,201,2,42,1,10,101,1,10,20,20,1370.59512859697,1370.59512859697,0,0,1.16737610299101
"287",2006,1,45950.0714520902,0,2,11,1,0,1,101,2,44,1,10,101,3,30,72,30,13114.7138393915,13114.7138393915,0,0,1.0293781599299
"288",2010,3,33859.5392617993,0,0,0,0,0,7,701,2,34,6,3,30,1,10,72,40,22276.0126722364,0,0,0,1.12228343410662
"289",2012,3,375200.416453421,0,1,11,1,1,2,201,2,33,1,11,115,1,10,72,40,43687.7197240285,43687.7197240285,0,0,1.16737610299101
"290",2005,0,13200,0,0,0,0,0,1,101,2,54,4,6,65,1,10,72,40,13200,13200,0,0,1
"291",2011,3,42049.31540082,0,1,11,3,0,2,201,2,45,1,6,63,2,20,20,40,8760.27404183751,8760.27404183751,0,0,1.14151680098611
"292",2010,4,10336.0698799177,0,2,11,3,1,1,101,2,31,1,7,71,1,10,7,15,5880.8673454704,534.624304133673,0,0,1.12228343410662
"293",2015,2,43147.8583276857,0,0,0,0,0,1,101,2,34,6,7,71,1,10,72,40,43147.8583276857,40137.5426304053,0,0,1.24571652182123
"294",2019,3,33757.9123524626,0,1,11,1,0,2,201,2,46,1,0,2,2,20,20,35,8258.37340811318,6519.76848008935,0,0,1.38041711565142
"295",2005,4,68600,2,2,11,0,0,4,401,2,32,1,6,62,1,10,46,40,11900,11000,0,0,1
"296",2006,2,79659.7433207483,0,2,11,0,0,1,101,2,55,1,6,65,3,30,46,26,42744.2525135722,34001.1099539779,0,0,1.0293781599299
"297",2015,4,28899.0306938918,0,2,11,3,0,1,101,2,29,1,7,71,1,10,72,60,11238.5119365135,0,0,0,1.24571652182123
"298",2015,0,43348.5460408377,0,2,11,1,0,1,101,2,51,1,6,63,1,10,72,39,43348.5460408377,39334.7917777972,0,0,1.24571652182123
"299",2018,3,29431.3155970202,0,0,0,1,0,1,101,2,47,6,6,64,1,10,72,37,7450.96597392916,7450.96597392916,0,0,1.34210786024119
"300",2015,4,95527.3514603647,0,1,51,0,0,12,1260,2,35,1,10,101,1,10,72,50,60206.313945608,60206.313945608,0,0,1.24571652182123
"301",2006,3,52517.1429746299,0,1,11,2,0,2,201,2,45,1,6,62,1,10,72,15,4235.56683998125,3982.98716603741,252.579673943836,0,1.0293781599299
"302",2011,4,61409.5210332809,0,0,0,3,0,1,101,2,52,3,2,23,1,10,72,40,10512.328850205,10512.328850205,0,0,1.14151680098611
"303",2017,0,32106.2294469462,0,0,0,4,0,1,101,2,44,4,10,101,1,10,72,43,31188.9086056048,22933.021033533,0,0,1.30815734900926
"304",2009,4,134847.564372679,0,1,11,2,0,2,201,2,45,1,6,63,1,10,72,40,7177.51506973676,0,0,0,1.11459187786748
"305",2007,4,64068.1717515705,0,4,21,2,0,1,101,2,37,4,10,101,1,12,46,45,33918.4438684785,33918.4438684785,0,0,1.06136944665247
"306",2009,4,56522.931174177,0,2,21,0,0,1,101,2,52,4,6,63,1,10,72,36,25121.3027440786,25121.3027440786,0,0,1.11459187786748
"307",2018,3,18627.4149348229,0,0,0,0,0,11,1115,2,50,6,6,63,1,10,72,25,8941.15916871499,8941.15916871499,0,0,1.34210786024119
"308",2013,2,109091.724189011,0,2,21,0,0,1,101,2,25,6,10,101,1,10,72,40,33566.6843658496,33566.6843658496,0,0,1.19165776291851
"309",2012,0,3426.48782149243,0,0,0,0,0,1,101,2,48,4,6,65,3,30,46,12,3426.48782149243,3426.48782149243,0,0,1.16737610299101
"310",2017,3,29048.4933091418,0,0,0,0,0,1,101,2,34,6,10,101,1,10,72,40,29048.4933091418,29048.4933091418,0,0,1.30815734900926
"311",2011,3,20148.6302962263,0,1,11,1,0,2,201,2,52,1,2,23,1,10,72,40,4380.13702091875,0,0,0,1.14151680098611
"312",2016,4,61868.5208822345,0,1,11,1,0,2,201,2,35,1,6,65,1,10,72,40,22711.2291846177,22711.2291846177,0,0,1.27690138496078
"313",2010,2,11939.9427923187,0,2,21,0,0,1,101,2,52,6,6,63,1,10,72,35,10692.4860826735,10692.4860826735,0,0,1.12228343410662
"314",2008,4,103897.036661364,0,0,0,1,0,1,101,2,49,6,10,101,1,10,72,40,103897.036661364,86885.7260812462,17011.3105801177,0,1.09339018368985
"315",2005,1,24300,0,0,0,0,0,1,101,2,54,4,6,62,1,10,72,40,24300,24300,0,0,1
"316",2013,2,108252.557079865,0,0,0,0,0,1,101,2,48,6,11,114,1,10,72,40,108252.557079865,108252.557079865,0,0,1.19165776291851
"317",2019,3,53606.9852807347,0,0,0,0,0,3,301,2,25,6,11,114,1,10,72,45,16661.6305602283,16661.6305602283,0,0,1.38041711565142
"318",2017,3,21862.8133853014,0,1,11,5,1,2,201,2,33,1,3,30,3,30,7,2,458.660420670659,458.660420670659,0,0,1.30815734900926
"319",2006,4,83545.5844583457,0,1,11,1,1,2,201,2,35,1,7,71,1,10,7,45,1457.19042659905,1457.19042659905,0,0,1.0293781599299
"320",2014,0,83733.2183334903,0,1,11,2,1,2,201,2,47,1,10,101,1,10,72,40,42687.5230719754,42687.5230719754,0,0,1.21815453926251
"321",2007,4,118714.553539675,0,1,11,2,0,2,201,2,36,1,10,101,1,10,72,40,59357.2767698374,59357.2767698374,0,0,1.06136944665247
"322",2010,4,98638.1841126627,0,2,11,0,0,1,101,2,46,1,10,101,1,10,46,35,40364.1349620923,40364.1349620923,0,0,1.12228343410662
"323",2014,2,41045.6952615148,0,0,0,1,0,5,501,2,47,4,6,63,1,10,72,40,41045.6952615148,41045.6952615148,0,0,1.21815453926251
"324",2017,4,32106.2294469462,0,0,0,0,0,1,101,2,38,6,10,101,1,10,72,60,32106.2294469462,32106.2294469462,0,0,1.30815734900926
"325",2019,3,21008.1428802879,0,0,0,0,0,1,101,2,30,6,7,71,1,10,72,45,21008.1428802879,21008.1428802879,0,0,1.38041711565142
"326",2019,4,23905.8177603276,0,0,0,1,0,1,101,2,31,6,7,71,1,10,72,45,23905.8177603276,23905.8177603276,0,0,1.38041711565142
"327",2012,2,54823.8051438789,0,1,11,1,1,2,201,2,25,1,10,101,1,10,20,14,18845.6830182084,18845.6830182084,0,0,1.16737610299101
"328",2007,2,16959.2219342392,0,0,0,0,0,1,101,2,41,4,7,71,1,10,33,72,16959.2219342392,16959.2219342392,0,0,1.06136944665247
"329",2008,4,85971.1394909173,0,2,11,0,0,1,101,2,50,1,8,81,1,10,72,36,54875.1954197344,54875.1954197344,0,0,1.09339018368985
"330",2006,1,79174.0131785486,0,2,11,0,0,1,101,2,40,1,10,101,1,10,72,40,59744.8074905612,58287.6170639621,0,0,1.0293781599299
"331",2008,3,45729.3295164454,0,0,0,1,0,1,101,2,52,4,10,101,1,10,72,40,45729.3295164454,45729.3295164454,0,0,1.09339018368985
"332",2012,4,274119.025719394,0,1,11,2,1,2,201,2,32,1,10,101,1,10,46,20,85662.1955373107,72812.8662067141,0,0,1.16737610299101
"333",2014,0,96867.840817175,0,1,11,2,0,2,201,2,44,1,6,63,1,10,72,40,30373.814493521,30373.814493521,0,0,1.21815453926251
"334",2018,3,27941.1224022343,0,0,0,0,0,10,1001,2,36,6,6,63,1,10,72,40,27941.1224022343,27941.1224022343,0,0,1.34210786024119
"335",2010,2,30295.3772342415,0,1,11,2,0,2,201,2,55,1,6,63,1,12,72,40,4366.09848375833,0,0,0,1.12228343410662
"336",2010,0,100687.577278508,0,2,11,1,0,1,101,2,50,1,11,116,1,10,72,40,56135.5519340357,56135.5519340357,0,0,1.12228343410662
"337",2014,4,26310.290662631,0,0,0,3,0,1,101,2,48,3,7,71,1,10,72,35,15597.3641993756,15597.3641993756,0,0,1.21815453926251
"338",2010,1,94895.813983727,0,0,0,0,0,3,301,2,25,6,11,114,1,10,46,35,9801.445575784,9801.445575784,0,0,1.12228343410662
"339",2016,0,79724.2458963478,0,2,11,2,2,1,101,2,33,1,11,114,1,10,72,40,39000.6625308263,39000.6625308263,0,0,1.27690138496078
"340",2007,3,15922.825038258,0,0,0,3,1,1,101,2,34,2,8,81,3,30,20,40,15922.825038258,14321.1207444687,0,0,1.06136944665247
"341",2005,2,22000,0,0,0,0,0,1,101,2,32,6,6,62,1,10,72,40,22000,22000,0,0,1
"342",2017,4,34399.5315502994,0,2,21,0,0,1,101,2,46,4,6,64,1,10,72,40,34399.5315502994,0,0,0,1.30815734900926
"343",2013,0,61678.7825222486,0,1,11,3,0,2,201,2,47,1,8,81,1,10,72,32,26853.3474926796,26853.3474926796,0,0,1.19165776291851
"344",2006,1,45658.6333667703,0,0,0,0,0,3,301,2,26,6,6,65,1,10,7,30,1942.92056879874,1942.92056879874,0,0,1.0293781599299
"345",2011,3,102495.206289499,0,1,11,2,0,2,201,2,37,1,10,101,1,10,46,30,39421.2331882688,39421.2331882688,0,0,1.14151680098611
"346",2011,1,149800.686115421,0,0,0,0,0,1,101,2,33,6,10,101,1,10,46,40,149800.686115421,15768.4932753075,0,0,1.14151680098611
"347",2018,2,191489.825529979,0,2,11,0,0,1,101,2,49,1,11,114,1,10,46,40,31294.0570905025,22352.8979217875,0,0,1.34210786024119
"348",2006,4,35944.0305227767,0,2,11,0,0,1,101,2,45,1,6,62,1,10,72,40,17000.554976989,17000.554976989,0,0,1.0293781599299
"349",2014,3,220579.566335381,0,1,11,0,0,2,201,2,46,1,7,71,1,10,72,42,43508.4369772057,43508.4369772057,0,0,1.21815453926251
"350",2016,4,70483.1250557102,0,2,11,0,0,1,101,2,26,1,7,71,1,10,72,40,23494.3750185701,23494.3750185701,0,0,1.27690138496078
"351",2015,3,116406.901136702,0,1,11,2,1,2,201,2,36,1,10,101,1,10,72,50,44151.2968934459,44151.2968934459,0,0,1.24571652182123
"352",2007,1,20351.0663210871,0,4,21,2,0,1,101,2,40,4,6,62,1,10,72,35,11306.1479561595,11306.1479561595,0,0,1.06136944665247
"353",2017,2,48694.447994535,0,1,11,0,0,2,201,2,28,1,7,71,1,10,20,60,12230.9445512176,12230.9445512176,0,0,1.30815734900926
"354",2007,1,72359.3469194208,0,2,21,0,0,1,101,2,32,6,7,71,1,10,72,40,35802.8018611717,35802.8018611717,0,0,1.06136944665247
"355",2019,3,56504.6601607744,0,2,11,0,0,1,101,2,41,1,7,71,1,10,72,40,18110.4680002482,18110.4680002482,0,0,1.38041711565142
"356",2008,2,41156.3965648008,0,0,0,0,0,1,101,2,55,6,10,101,1,10,72,50,41156.3965648008,41156.3965648008,0,0,1.09339018368985
"357",2006,4,89374.346164742,0,1,11,2,0,2,201,2,36,1,8,81,1,10,72,40,31086.7291007798,31086.7291007798,0,0,1.0293781599299
"358",2011,1,77090.41156817,0,1,11,1,0,2,201,2,42,1,10,101,1,10,72,40,15768.4932753075,15768.4932753075,0,0,1.14151680098611
"359",2009,4,20186.7611336346,0,5,21,3,1,1,101,2,26,6,6,63,1,10,59,37,19110.1338731741,19110.1338731741,0,0,1.11459187786748
"360",2011,3,91982.8774392938,0,1,11,1,0,2,201,2,55,1,6,65,1,10,72,40,29784.9317422475,29784.9317422475,0,0,1.14151680098611
"361",2018,1,36509.7332722529,0,1,11,0,0,2,201,2,41,1,6,64,1,10,59,40,17137.2217400371,17137.2217400371,0,0,1.34210786024119
"362",2015,4,32110.0341043243,0,0,0,0,0,1,101,2,45,4,7,71,1,10,72,40,32110.0341043243,32110.0341043243,0,0,1.24571652182123
"363",2005,1,50000,0,1,11,1,0,2,201,2,35,1,6,62,1,10,59,35,15000,15000,0,0,1
"364",2012,0,19805.0996082262,0,0,0,0,0,1,101,2,53,4,6,63,1,10,33,32,19805.0996082262,19702.3049735815,0,0,1.16737610299101
"365",2017,4,61154.7227560879,0,1,11,0,0,2,201,2,38,1,10,101,1,10,72,60,9173.20841341319,0,0,0,1.30815734900926
"366",2019,4,57953.4976007942,0,0,0,1,0,1,101,2,49,4,10,101,1,10,72,50,57953.4976007942,50709.310400695,0,0,1.38041711565142
"367",2006,3,128135.611512277,0,1,11,1,0,2,201,2,55,1,6,62,1,10,72,37,37886.9510915754,20692.1040577066,0,0,1.0293781599299
"368",2012,2,17218.1013029995,0,0,0,0,0,3,301,2,49,2,10,101,1,10,72,30,8137.90857604452,8137.90857604452,0,0,1.16737610299101
"369",2010,3,157268.649465989,0,1,11,1,0,2,201,2,51,1,7,71,1,10,72,45,42769.9443306938,42769.9443306938,0,0,1.12228343410662
"370",2011,4,82609.3842145277,0,2,11,2,0,1,101,2,47,1,6,63,1,12,46,40,23652.7399129613,23652.7399129613,0,0,1.14151680098611
